	id_business	id_review	text	rating
17	MaaySW1ejpwQCkr9jn1glA	UjNiN7v9d_Dch9o8huQXkA	This new restaurant is in my neighborhood and I had great expectations considering it was replacing the iconic old Elite Cafe.  My husband is Italian and we...	3
18	f-m7-hyFzkf0HSEeQ2s-9A	O5GNwhOORV_8uEt1h2qfAQ	"Mearilyn was a wonderful server. She was extremely kind and made sure that dinner was perfect. 

The food was also phenomenal. Definitely get the clam chowder!"	5
19	f-m7-hyFzkf0HSEeQ2s-9A	rnRC0W8SmMDMns0arnXGLg	"Much like the singer Bon Jovi, Bongjovi is the perfect waiter!

The food was great but Bongjovi made the experience excellent. The quality of a place is..."	5
20	f-m7-hyFzkf0HSEeQ2s-9A	9Tj7pUT5WKD5RKCXyqaTpw	We came to San Francisco from Columbus, Ohio, to celebrate our 1 year anniversary. We spent weeks looking forward to Fog Harbor, and they did NOT...	5
21	eYXwVR4mMAjzkJnm5wneHQ	OSSnw3d0XgNgvH59677_cw	I don't often go out of my way to rate places, but this one was too good not to. Out of my 9 years of living in SF and trying out different places, I can...	5
22	eYXwVR4mMAjzkJnm5wneHQ	dliq9pzry6dDKXTDWv_IZg	"It's hard to go wrong with Burma Superstar, I always find the staff to be personable, the space comfortable, and the food flavorful. 

Nice seating options..."	5
23	eYXwVR4mMAjzkJnm5wneHQ	JVtQJ_hvh1qMjzfpK1zdbw	New to Burmese food? Well, I can simply just tell you FLAVORS. The food here will take your flavor palate to places. I am salivating just writing this...	5
24	J7_-faNq_Ag9qTOlDn81Pw	scvJIK4xG4WBPpttQefP2g	"Came here for a team dinner that was very well organized! We were able to customize a set menu ahead of time and the food came out at a nice pace.

FOOD
-..."	4
25	J7_-faNq_Ag9qTOlDn81Pw	xupCXmXdl6oXSY-ZGOd9Nw	Came with a large group on a Sunday night. I got reservations here through opentable very easily - there were plenty time and seating options for Sunday...	4
26	J7_-faNq_Ag9qTOlDn81Pw	-YkYffnt0m9TmtU-J5Dy0w	Great service and I like the food.... Been here twice in the last month for lunch.  Servers were very sweet and friendly.  Most of the space is Covid safe...	4
27	AtFGQccBpgEZzsy9V1330Q	FwAVQ_vI3MqYmaX6SDDvLQ	We bought tickets for Lily's Fall Table dinner on Oct 26 and we were in for a treat. From the moment you entered the restaurant, you were treated like...	5
28	AtFGQccBpgEZzsy9V1330Q	SIB-rqxBirYyxEU2DZn7PA	A friend of mine suggested this place after having some amazing lychee martinis. The restaurant does change the menu, so it was not there when we went but...	5
29	AtFGQccBpgEZzsy9V1330Q	UORcLss793WWze1lhkuD8g	Made reservations for a group of 6 on a Friday to dine here and had an incredible experience! Packed house on a Friday evening so would definitely book a...	5
30	8dUaybEPHsZMgr1iKgqgMQ	be70NZ5scqtqlmoBnRvmqw	All I can say is that I love my seafood and that there are not many places in SF that I would order seafood from fur delivery, but it's always fresh and...	5
31	8dUaybEPHsZMgr1iKgqgMQ	XbUkoX9bO_umg9tmENOMNA	My partner and I came early to avoid the rush, which was a great move. We ordered the salmon and the clams and had drinks as well. Everything was absolutely...	5
32	8dUaybEPHsZMgr1iKgqgMQ	B8WGygn1uqrLt-lZ47Seyw	"Alright, if you are looking for a quiet evening with jazz piano, white wine, and an entre over a white table cloth, pick another spot.

Because Sotto Mare..."	5
33	0A_ZUL5r8wwL1oWnzmqSog	RQhqoKkTd5aoBIFwpv9IeQ	"Absolutely amazing! 
We tried Nazkhatoon and Sour Chicken and both exceeded expectations. As for drinks, def give the pomegranate juice a try. 
Friendly and..."	5
34	0A_ZUL5r8wwL1oWnzmqSog	iVQ_WcZRcn0yhUr7ktX-bQ	"Charming, lively but unassuming place with exceptionally flavorful food.

This was my first experience with Iranian food. I would recommend going here with..."	5
35	0A_ZUL5r8wwL1oWnzmqSog	kiyAkMLpe4ExwFj2NvBaVw	"Great Iranian place, with very very interesting flavors! Authentic Iranian music.

Fish was a bit salty, but the combination of tastes very well done."	5
36	-DrR38H1Abk0wCyu9XOLug	vBEmHKbhbpXFxfCoWcwECQ	Was in town for the Padres/Giants series this week.  Yelped breakfast restaurants near our hotel and found Sweet Maple.  Two of us ordered the Frisco...	5
37	-DrR38H1Abk0wCyu9XOLug	1mO3ZXNvyYynnFtVgze-JQ	Extremely over priced! And they have a large service fee. And don't mention it at all! Also they seemed short staffed because the food took a while to come...	3
38	-DrR38H1Abk0wCyu9XOLug	dBP-zpQkU8nPPFuj1Pal_A	LITERALLY AMAZING!!!! the millionaire bacon is to die for and definitely worth the price. The big hip was GREAT and something different for breakfast. Loved...	5
39	0wqsFH-Z_Chg3O6N-d0PAg	1MHZvbhLSz7SjsJlxjRffA	So awesome! I have been to the Clement Street location and assumed that this one would be a rinse and repeat of that. I was mistaken! The food is somehow...	5
40	0wqsFH-Z_Chg3O6N-d0PAg	2WcqZsbbjNF1Ok8VkfMX6g	"It's been so long since I ate pasta at a restaurant! This place is packed so I suggest making reservations ahead of time!

Service: friendly 
Ambiance:..."	4
41	0wqsFH-Z_Chg3O6N-d0PAg	nSvxj76FuXbtVlv9NhbPfA	I want to start with the positive.  This is a beautiful restaurant.  I'm so happy that this space is filled and I can tell it will be run well.  Even the...	4
42	BI40rGhpngLNPacrjWpseQ	AGqd7H-Z0lR0sj43gW-alA	Oh my god dumpling kitchen is place that I think about often and am sad that I live in the opposite direction of it in the city which makes going here a...	5
43	BI40rGhpngLNPacrjWpseQ	3NmbxAmOrpUtoYOtij4TYw	"Over hyped place with alright dishes...

This place was hyped more than it really should be. All the dishes were alright, but the pan fried Shanghai..."	4
44	BI40rGhpngLNPacrjWpseQ	CR8qMTZBvrzEtAThtl8gEA	"We ordered XLB, sheng jian bao, and potstickers. 

The XLB had thick skins, but they were soft. Even the tops didn't get hard after they cooled down a bit...."	3
45	055dTcfz2AOAFPed_2KjEQ	uWYMHX2BEgWp61tTJft9mQ	"We have heard good things about Nopalito and we have Mexican roots, my husband is from Puebla, where Mole is from.

Food is awful for our Mexican taste. We..."	3
46	055dTcfz2AOAFPed_2KjEQ	CCO9flrkCwDCDh3aJd4aZg	My friends and I were ravenous in the Alamo area at around 6pm on a chilly Saturday evening. We were drawn to Nopalito's ambience and were intrigued by...	4
47	055dTcfz2AOAFPed_2KjEQ	bMKJUZpJS7YI5AZihVR-RA	It's difficult for a restaurant like Nopalito to compete with all the other local and no-frills Mexican restaurants in the area. After paying $30+ for my...	3
48	reXWH9Wo0ZTOuQsTMNOSxg	TPHj8qO370cJuVxTDGbeWw	Wonderful American food! For sides, the mac n cheese and roasted cauliflower were delectable - probably could've just had the large mac & cheese as its own...	5
49	reXWH9Wo0ZTOuQsTMNOSxg	DaYfShWmxCNz3sZ_Umu0Pw	"Time & Date: Saturday, Sep 25th 2021 @ 1pm
Reservation: made 1 day before on open table
Crowd: busy during brunch hours
Dining: outdoor dining only

I was..."	4
50	reXWH9Wo0ZTOuQsTMNOSxg	CG2PSrmZVqZQmXgZbgdnLA	Came here on a Friday night with a reservation for outdoor patio. We were seated immediately for a party of four with our reservation. The vibes of the...	4
51	XFUQWh46_gISC4jMHlCNmw	fGskyEQfO3oB9gEzH5qukg	We basically ordered one of each item from this week's menu (except the vegan laksa) and were able to split them amongst three people (we also boiled some...	5
52	XFUQWh46_gISC4jMHlCNmw	I5669IeNHDwq0bk3EWby_g	"Nasi lemak is homey. Sambal is good and tangy. The chicken is not authentic as Singapore nasi lemak. 

Laksa is alright. I was highly anticipating this and..."	3
53	XFUQWh46_gISC4jMHlCNmw	ow5mtoP6yKxDbBTmJotlHQ	I was born and raised in Singapore and have been living in the States for a good number of years. Like everyone else, the one thing I miss about home is the...	5
54	KkAVX3Wb7E3lP5F_f_8pXg	sZmX5HZzgwq41xqYEdt6aA	"This place is super popular, and for good reason. I got here right before they opened and there was a little line on a random weekday! 

I didn't have a..."	5
55	KkAVX3Wb7E3lP5F_f_8pXg	o3dYskPkRcpKohvCBSfacg	I'd been here pre-pandemic and absolutely loved my experience. Came back recently and am sad to report, it was not what I had remembered and was slightly...	4
56	KkAVX3Wb7E3lP5F_f_8pXg	-uFMUccvxDxa_sXjpE-1sg	Wow!! What an experience. Let's first start with the staff. You order from your phone but every staff member that came to our table was super kind and...	5
57	A5ESM2x9LL6x_pzPHiWBrw	W49foLM6Ovi4B3nZLF3sfQ	"Kitchen Woori is amazing!! I work at SFGH, and help organize clinic meals when we have a ""potluck "" (individual meals only since COVID-19).

They delivered..."	5
58	A5ESM2x9LL6x_pzPHiWBrw	ASwitrM9YRJ4f27bY14tcA	WHOA..! I was not expecting this to be SO ON POINT! Really hits the spot and they are EFFICIENT! Everything was labeled with a label maker with our names...	5
59	A5ESM2x9LL6x_pzPHiWBrw	Xldc2uTLnaU33exawhxb3A	Kitchen Woori made my day with a random act of kindness and during my first visit. I am even writing this review as I sit with my food. I was around the...	5
60	4KfQnlcSu4bbTqnvGdGptw	xwRmv032Ie3bh2yJIUU9Jw	"I went in by myself and they greatly took me in. They gave me a little table inside away from the crowd. 
Everyone treated me nicely.
I ordered a lot of..."	5
61	4KfQnlcSu4bbTqnvGdGptw	2WFGUJKFccH9cE5lis4i-w	Great spread of dishes including for vegetarian options that were also delicious. The highlight for me was the two risottos we got. The squid ink risotto...	4
62	4KfQnlcSu4bbTqnvGdGptw	TRH4QuFGduLJqlHSPWx3HQ	"Had an amazingly burrata-filled night here! Highly recommend using the ""remind me to join later"" feature and entering the time you plan to arrive for small..."	5
63	E2Ri3Uudb3ogKfWBJIIhRw	krAASVgWGac0ohEdfL5f7A	Family friendly place with delicious food in the neighborhood. We love coming here for brunch, and my picky toddler will eat a lot when we dine here. Love...	5
64	E2Ri3Uudb3ogKfWBJIIhRw	9360MS9ifKYsYwWY-VE7Ew	"parking in the areas is BAD! but not the establishment's fault 

no reservation but we got on the waitlist for 12:15pm for brunch- got there at 12:10 and..."	3
65	E2Ri3Uudb3ogKfWBJIIhRw	SiEWOjGF2H7lkns1GWC1LQ	Came for brunch for a change and it was delicious. It's a great spot and you're able to get a seat when other brunch spots have an hour wait. We came hangry...	4
66	QZQGRJZ4bZCmNoXjs3z1XQ	0yKWudhuA5p-sSp1Gfl6Jg	A massive change of heart. We revisited and the experience blew the last time away. I'm not sure if we liked the experience better because there were no dim...	5
67	QZQGRJZ4bZCmNoXjs3z1XQ	QIjb_eJtNyT_oeTwrGB-tQ	Made reservations a few weeks in advanced on a Friday at 8:15pm at the alcove table. Given that it was named, I thought it would be a fancy table, but it's...	4
68	QZQGRJZ4bZCmNoXjs3z1XQ	aeTROO25-J5jHW8FswMLXQ	Wow, what an amazing meal!!! Due to COVID, the food isn't served dim-sum style, but it was a unique and great experience nonetheless. My favorite thing...	5
69	9Z9EETl8fZIP4s9KOHr5kg	lCWeDivmYPDsNS3WIqnO0g	Sooooooooo gooooooooddddd, parking is a hassle as it is anywhere in San Fran but holy moly is this place a gem it's pretty hidden but the food and the wait...	5
70	9Z9EETl8fZIP4s9KOHr5kg	pbsYQqKxZ3E3Y0XvDdi5AA	"I'm late writing this review, but this was back in that brief window of time when California was ""reopening"" and before the delta variant hit...
I went here..."	4
71	9Z9EETl8fZIP4s9KOHr5kg	IRw4gblqFOzGQMOfOoVSWA	Um.ma was just nominated for a bib gourmand, and I've heard tons of great things about it from friends so I definitely wanted to give it a try. They have...	4
72	D26qBnudK_1pdo6AlvMlvQ	fdAoDwk1GBZVeAXEBiliZQ	What a great new addition to the hood!   A buddy of mine and I came in for a quick appetizer and drink and the bartender Chad had some great...	5
73	D26qBnudK_1pdo6AlvMlvQ	uIcLHlSgBpQEYg-KDuYUig	Otra was the meal that finally ended my long spell of mediocre restaurant meals. This was what I had been missing - creative, delicious food (and as an...	5
74	D26qBnudK_1pdo6AlvMlvQ	yWdO-ZKMrIQE9LBEkoUHuw	Got takeout after seeing great reviews here and we were not disappointed.  The deserts were not an option ordering online, so I ordered the tres leches in...	4
75	BjlVE7tTp1UCEttgkM1Big	PHz_OiFscaJbXJmpJOthLg	The services is quick and incredibly professional, the yelp wait list actually works (and really quickly), the atmosphere and fun and casual and welcoming,...	5
76	BjlVE7tTp1UCEttgkM1Big	OMioHdOm8B4cFM1KEoR8xw	Believe the hype - this place is SOO GOOD. We came around 7:30pm on a Thursday evening, and still had to wait 30 minutes. That's how popular this place is....	5
77	BjlVE7tTp1UCEttgkM1Big	fYTI6xnCpHUmKTdDPt5K1g	I'm writing another review because I am reminded why this place is SO GOOD. I live a 10-minute walk from Beit Rima, so I suggested it for lunch with a...	5
78	kvrQecqdGvnuVICMstZJmA	ylNXeYgylrjOm8vWeCoGPg	I love dumplings, and this place does not disappoint. The skin of the soup dumplings is thin unlike many other places and the shengjian baos here are some...	5
79	kvrQecqdGvnuVICMstZJmA	GtESJxtMIy9na8fPni-VCw	"Wonderful place to enjoy dumplings and beyond!

We have had this place on our visit list for such a long time. Finally got here and had a great experience...."	5
80	kvrQecqdGvnuVICMstZJmA	n0mEXid7SpDCgBzw5uWvFQ	"Had the spicy and numb, pork and pork and crab dumplings, crispy pork dumpling, fried green beans and chicken wings. 
Poke a hole in it to let off some..."	4
81	lUUQi1b2rV3glIn4t2I1Iw	X3iF5_RVLd3Fzrs2z_CaHQ	"Good fries, pineapple cake and warm olives. 
Indoor and outdoor seating. Beautiful trendy walls and ceiling.

I'd pass on the fried chicken next time as it..."	5
82	lUUQi1b2rV3glIn4t2I1Iw	uZHMhEWHowCHigry4HpSDg	"We went to Horsefeather for their cocktails - it's my friend's goto bar. The place is dimly lit and has a great vibe, it's pretty inside.

I ordered the..."	5
83	lUUQi1b2rV3glIn4t2I1Iw	abZYC7ouXD2AnbxmYvKi5g	"My go-to bar in SF!

Ambiance 5/5

Outdoor dining: they have a great outdoor set up with tons of space and even though it's outside, the buzz of everyone..."	5
84	dY0Mc_PHH6nLENvWmVtwxQ	BYemUgQUPxXPpOzU9X1aJQ	Daeho is always so crowded, Monday through Friday! And for good reason. The kalbijim with cheese topping is a MUST. The meat falls off the bone and is so...	5
85	dY0Mc_PHH6nLENvWmVtwxQ	oDx5PpbhEq_AbdMFxJLOfg	Came here for a late lunch on a Friday and finally made it in with no wait after having this restaurant on my list for years now! Didn't get to try their...	4
86	dY0Mc_PHH6nLENvWmVtwxQ	fZm1wpTsQ-VChmolvfF5hw	Been to SF a few times now and have had Daeho twice. I think I'm ready to declare it as my favorite restaurant in the Bay Area. It's a fun dining experience...	4
87	sfqkkqFmmYGOT0PCbbD9ZQ	rBpNkuj0Qbc0tX2UMSztYg	I didn't know what to expect here because I let someone else pick a restaurant for dinner. I was very pleasantly surprised by the food. We got the acme...	5
88	sfqkkqFmmYGOT0PCbbD9ZQ	v9uq-TP5lccax4o8ZDJ89w	Pros: The Food - excellent! Elevated flavors. Really enjoyed Seared Tuna Crudo, Steak Tartare, Roasted Cauliflower, Handkerchief pasta, Grilled Swordfish,...	4
89	sfqkkqFmmYGOT0PCbbD9ZQ	QWkLo-4O-KI2EZbr_U8-DQ	"*** In Short ***

Delicious dishes that surprise and delight.

*** In Depth ***

Pearl was, hands-down, the best new restaurant I've been to since the..."	4
90	XAYwAF_83becwNnSJDFkpA	sB7TjBG4ye9S_mbSBGDQOA	I don't know where to start but this place was great. We actually came here by pure happenstance, I'm not from San Francisco so I thought that this was...	5
91	XAYwAF_83becwNnSJDFkpA	w6TlBsQqkUXBRzIw6m-mHg	"Sunday 2:00pm - quiet with only a few tables taken.  Easily seats up to 4 ppl. 

Must try:
- black truffle xiaolong bao was out of this world. The flavor..."	4
92	XAYwAF_83becwNnSJDFkpA	e66M1-Q6X-QwzaoH9wtJnw	"overall a solid tasty dumpling spot @ a reasonable price! we ordered for to go & our food was ready for pick up within 20 minutes, super quick & easy.

the..."	4
93	d5752S_RDb26HxoL6O06eQ	qwGx5mgzlqV4OUk1sSIoWQ	FOOD WAS AMAZING!! I love how they have you pay before you eat; it feels so much smoother than having to wait for your check and go through the confusion of...	5
94	d5752S_RDb26HxoL6O06eQ	QHc56Mk4pJkmVt6q9mIs6g	"Overall, solid dishes, especially loved the chicken; tender, Smokey and moist. Perfect!  The steak was a bit over cooked And tough 

The service was..."	4
95	d5752S_RDb26HxoL6O06eQ	AmLoseGWhH0k-wxg6Os0-g	Make no mistake, the food here is delicious and fresh and one of the better Mediterranean spots I've tried. I love their plates- the chicken shish tawook is...	4
96	7tsN9N9mhfJRNTe37pLFMg	tVo--kZTkZR1JJWOpWH05A	This place is a bit pricey in my opinion, but the food is definitely really tasty! We came on a weekday night, and it was actually pretty packed, so...	5
97	7tsN9N9mhfJRNTe37pLFMg	6GM5GGvFlhimwS9mJLbdyQ	"Came for a friends bday dinner on a Sunday and it was a long wait cause you can't make a reservation. But well worth the wait. 

1. Tea leaf salad - 5 
2...."	5
98	7tsN9N9mhfJRNTe37pLFMg	3D56pnlw7oJ53MtK7r6D2g	"Came here for my friend's birthday celebration! He told us it was gonna be a ""small intimate dinner thing"" but 18 people endedup showing up LOL 

The..."	4
99	1hMD7RQogPDWpE-p3LKjXA	v8IsC4vb0iBq-Fp_k9OcLQ	"This has been on my list for awhile and I'm so glad I finally got to go! Came here on a Tuesday night around 7 and was seated immediately at the bar. 

Pork..."	5
100	1hMD7RQogPDWpE-p3LKjXA	4EriOlDuquiNjNH913tlUQ	I was really excited to try this spot, especially all the amazing reviews and raves on blogs. Womp womp. Over hyped! Okay, so there's nice atmosphere....	3
101	1hMD7RQogPDWpE-p3LKjXA	I5WYmE0uarVDo0JeX6OxQA	Loló has a super fun and quirky atmosphere with delicious tapas. I loved the decorations here and the service was super accommodating -- they checked in...	5
102	QQkroHtwS96-dzMpT4a-DA	q1VH8fzrv_cSNrPmSrnB1A	"Great spot in Marina. Delicious pizzas and their chili oil, sides and cocktails.

Wish  service was a bit faster"	4
103	QQkroHtwS96-dzMpT4a-DA	LbR4wIpnzgD_zJUkiKSU6g	"A 5 star for Delarosa well deserved. Come on a weekday to beat the crowd. 

Everything was delish.

The fried brussel sprouts were super tasty
The spicy..."	5
104	QQkroHtwS96-dzMpT4a-DA	500C0BsDG150E9owFxEEFw	Saturday night in The Marina was lively and yet, fairly sane. After a quick stop at GF's place, we decided on pizza. Delarosa is basically across the...	4
105	kOYj2sGMZnyC1lU-_Uw5fA	oPfCrZaDtjPa0rKMxh3aVQ	First time, and I would say I had one of the best experience. I had a friend recommend me this place and warned me of the long lines. So I decided to go...	5
106	kOYj2sGMZnyC1lU-_Uw5fA	NddLz9tI-NIyJ1y6xqEsEg	"OMG the food at Cha Cha is awesome. Eat it.  And then go back for more.  I literally ate the creole sauce with a spoon - yum.  

Service - super friendly...."	5
107	kOYj2sGMZnyC1lU-_Uw5fA	viejUrHPCV_mrjtFxJS66g	"The service and ambience was good, but the food itself was just average.

Came here on a Tuesday night and was seated immediately. Ordered:
- Curry chicken..."	3
108	QHEvjDuIQc7ebYpEaB_TjA	KjewqS9xha-4hHdAPnHJqA	Made reservations for a party of 8 a week ahead of time. Of course, my party was running late (I should have known 8pm on a Friday was way too early). I was...	4
109	QHEvjDuIQc7ebYpEaB_TjA	UptH2jrd_dlgKA6vk1u5vA	"Lovely time at this weekend at the Rooftop 25

We went for the vibe and ambience but were overjoyed that the pizzas and drinks were fantastic too. We waited..."	4
110	QHEvjDuIQc7ebYpEaB_TjA	gcvolFxlJu4pPjcHf1NJ0g	"This place is fun, but I just don't like that you have to walk up and order your own food and drinks.  So not quite as nice as I thought, but it's cute.

I..."	4
111	tr15WgMHIC_W2gqBpuk3-A	ZW50URb-5atJWYfVK03gCw	Manna is a staple to every SF kid growing up. This place was my first taste of Korean food when I was in HS around 8 years ago. The years have past and this...	5
112	tr15WgMHIC_W2gqBpuk3-A	jnNf_YUv296JekWO59MsdQ	"Korean. Sunset. Cuisine.

Welcome surprise after a nice walk from Golden Gate park. Try the Dolsot."	4
113	tr15WgMHIC_W2gqBpuk3-A	WRb65oO8ospaokkXpu22aw	"Food is so good! Flies, not so good. 

Five stars for the food and service, -1 star for the gnats or whatever they are flying around. Eww."	4
114	TlBFKt2N2eSEBpN-UZmDBw	4tHKpAYYd9eSVpk8wPQdJA	"yes yes yes!!!!!!

After looking in Yelp for references we decided we liked the reviews and had to give it a try. 

You can sit inside or out. We decided in..."	5
115	TlBFKt2N2eSEBpN-UZmDBw	Moslgf1729uI1Ibi0kmY-A	"Parada 22 specializes in Puerto Rican dishes it's in a great location just a block from the Golden Gate, and parking is not horrible during the week. 

It's..."	4
116	TlBFKt2N2eSEBpN-UZmDBw	_TbVsjGixqns15qiznzwAQ	"Great stop to make if you need a break from exploring Haight!
It's right by the ""main entrance"" to gg park, so it's pretty ideal (esp since it's next to..."	5
117	Fe-YjAdSRLqDC2H_pqPcSw	nYw_ick8Fcy7b1EnB08I3Q	"Wow, I really enjoyed this spot!

They have a nice menu and the chicken ramen really sounded great (Tori Paitan). The soup arrived hot and looked like it..."	5
118	Fe-YjAdSRLqDC2H_pqPcSw	fAhv0XqyL2_s6ALTm8rfBg	"one of the worst ramen bowls ive ever had, tasted like ramen from safeway. 
had no flavor, when me and my friend asked for hot sauce they gave us 1 tiny..."	2
119	Fe-YjAdSRLqDC2H_pqPcSw	6j9_ZFLYsV_45W0t8e2jNQ	Came here around lunch time and it was pretty packed. We placed our names on the waitlist right away and had an approximate 35 minute wait time. We went...	4
120	HECB3khkUffaD2zWCngLuw	oolensveZpGZ66DPrAEIdw	"El Techo is a fantastic rooftop dining experience. 

Located in the Mission, El Techo provides an amazing view of downtown. Coupled with their great drink..."	4
121	HECB3khkUffaD2zWCngLuw	44-NRYV_WuVmy0tWyYQ_OQ	I'm sad to post a more negative review of this place because I had such a great experience when I came for dinner, but the brunch was a...	2
122	HECB3khkUffaD2zWCngLuw	ua-oKsfhioXK8ombp18qOA	It was ok- upon arrival, theres a podium right outside the building checking IDs (no ID no entry?)  and passively vaccine status... i forgot my drivers...	3
123	cCVR9W_L2rqexfKAjfBTzQ	W0kWo0KOVRsE31CtPHZyig	I love this little neighborhood French spot. I came here two weeks ago and had a wonderful dining experience. The restaurant itself is intimate but also...	5
124	cCVR9W_L2rqexfKAjfBTzQ	wpbk6TbqapAPgtO85PvWrQ	"Beautiful space with very friendly staff. Easily made reservations via Tock, but there is a $10 fee per person. 
Cozy first floor with tables and a bar..."	5
125	cCVR9W_L2rqexfKAjfBTzQ	CiSkEeC2fmzNsfl2rmCIxA	"Amazing service.  Extremely good food. Great ambiance.

The dungeonus crab pave was extremely good.  

The farro risotto was amazing. 

Chocolate mousse for..."	5
126	UbKrcsBaZoaBkBOajEX08g	I5NDAOivROrhsfDP8dRSeA	It's rare for me to say I enjoyed every dish that my family ordered at a restaurant, but Brenda's Meat & Three knocked my socks off. My family ordered: the...	5
127	UbKrcsBaZoaBkBOajEX08g	ye-_4k0pmJGEbkl_EDUlNg	Got the meat and three as well as all the beignets. The crawfish ones were super flakey and had a lovey chewy savory interior. The best one imo. The sweet...	4
128	UbKrcsBaZoaBkBOajEX08g	9whhaDobv7VDxgSVcpQkaA	I get you are busy.  I just spent $70 for 2 biscuits  2 shrimp grits and an  ice coffee. I asked for  utensils. There were none .  No butter or honey. Or...	1
129	Xg-FyjVKAN70LO4u4Z1ozg	H0UkDHg7cZDy-ddZaMWvvg	"I absolutely love this place. Having just arrived in the City it was so nice to sit outside, enjoy the ocean air and eat amazing seafood.

Their oysters are..."	5
130	Xg-FyjVKAN70LO4u4Z1ozg	Uzqhs2HCOFLHP5Sox-SW6g	There was a really long line when my friends and I stopped by on a weekend. Luckily, the line didn't take long and a few of us went to visit the bookstore...	4
131	Xg-FyjVKAN70LO4u4Z1ozg	Nbd_7P9ucxq-zCsvGkVo3w	The SigOt and I were trying to replenish (nah mean;))  with some oysters, so we found the restaurant in the ferry building. Much to our dismay, the line was...	4
132	x2djtavZIsv84ZKnz_vRMA	jSWtMLQIiChsB7EvhX780A	"Beretta Pop Up was a 5/5 experience for many reasons!
You can make reservations via Yelp easily, the food is amazing, the drinks are great, and the location..."	5
133	x2djtavZIsv84ZKnz_vRMA	naoxraeag1S3aj1yw1ycpg	"Four stars for the drinks and starters - a great spot to come with a friend to catch up over drinks and some light bites.

Drink wise, you can't go wrong..."	4
